TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
362.800,-3.966592E+006,-1.807532E+006,4.713216E+006,1212.43,53.3406,1.200217E+006,172658.,4136.31,11.5297,-0.101898,5.178928E-014,1.90130,-9.20618,193.959,12.6045
362.900,-3.966914E+006,-1.807605E+006,4.712977E+006,1212.83,53.3823,1.200620E+006,172722.,4136.15,11.5200,-0.101372,5.514370E-014,1.89163,-9.21844,193.959,12.6060
363.000,-3.967235E+006,-1.807677E+006,4.712737E+006,1213.24,53.4239,1.201024E+006,172786.,4136.00,11.5103,-0.100851,5.416615E-014,1.88202,-9.23069,193.959,12.6075
363.100,-3.967556E+006,-1.807749E+006,4.712498E+006,1213.65,53.4654,1.201427E+006,172849.,4135.84,11.5007,-0.100333,5.578286E-014,1.87248,-9.24293,193.959,12.6090
363.200,-3.967877E+006,-1.807821E+006,4.712258E+006,1214.06,53.5069,1.201830E+006,172913.,4135.69,11.4912,-9.981843E-002,5.223782E-014,1.86301,-9.25515,193.958,12.6104
363.300,-3.968198E+006,-1.807893E+006,4.712018E+006,1214.47,53.5482,1.202233E+006,172977.,4135.53,11.4818,-9.930768E-002,5.040091E-014,1.85360,-9.26737,193.958,12.6119
363.400,-3.968519E+006,-1.807965E+006,4.711778E+006,1214.87,53.5895,1.202636E+006,173040.,4135.38,11.4723,-9.880048E-002,5.171585E-014,1.84426,-9.27957,193.958,12.6134
363.500,-3.968840E+006,-1.808037E+006,4.711538E+006,1215.28,53.6307,1.203039E+006,173104.,4135.22,11.4630,-9.829681E-002,5.525839E-014,1.83498,-9.29176,193.957,12.6149
363.600,-3.969161E+006,-1.808109E+006,4.711298E+006,1215.69,53.6717,1.203442E+006,173168.,4135.07,11.4537,-9.779664E-002,5.304347E-014,1.82576,-9.30394,193.957,12.6163
363.700,-3.969481E+006,-1.808181E+006,4.711058E+006,1216.10,53.7127,1.203845E+006,173231.,4134.92,11.4445,-9.729994E-002,5.316548E-014,1.81661,-9.31611,193.957,12.6178
363.800,-3.969802E+006,-1.808253E+006,4.710818E+006,1216.51,53.7536,1.204248E+006,173295.,4134.77,11.4354,-9.680669E-002,5.155728E-014,1.80752,-9.32826,193.957,12.6193
363.900,-3.970122E+006,-1.808325E+006,4.710578E+006,1216.91,53.7945,1.204651E+006,173359.,4134.62,11.4263,-9.631685E-002,4.872226E-014,1.79849,-9.34041,193.956,12.6207
364.000,-3.970443E+006,-1.808397E+006,4.710337E+006,1217.32,53.8352,1.205054E+006,173422.,4134.47,11.4173,-9.583040E-002,4.734044E-014,1.78953,-9.35254,193.956,12.6222
364.100,-3.970763E+006,-1.808469E+006,4.710097E+006,1217.73,53.8758,1.205457E+006,173486.,4134.32,11.4083,-9.534732E-002,5.448477E-014,1.78062,-9.36467,193.956,12.6237
364.200,-3.971084E+006,-1.808541E+006,4.709856E+006,1218.14,53.9164,1.205860E+006,173550.,4134.17,11.3994,-9.486758E-002,4.696852E-014,1.77178,-9.37678,193.955,12.6251
364.300,-3.971404E+006,-1.808613E+006,4.709616E+006,1218.54,53.9569,1.206263E+006,173613.,4134.02,11.3906,-9.439114E-002,4.664375E-014,1.76300,-9.38888,193.955,12.6266
364.400,-3.971724E+006,-1.808684E+006,4.709375E+006,1218.95,53.9972,1.206666E+006,173677.,4133.87,11.3818,-9.391800E-002,5.088838E-014,1.75428,-9.40097,193.955,12.6281
364.500,-3.972044E+006,-1.808756E+006,4.709134E+006,1219.36,54.0375,1.207069E+006,173741.,4133.72,11.3731,-9.344811E-002,5.249383E-014,1.74562,-9.41305,193.955,12.6295
364.600,-3.972364E+006,-1.808828E+006,4.708893E+006,1219.77,54.0777,1.207472E+006,173804.,4133.57,11.3644,-9.298145E-002,5.186783E-014,1.73701,-9.42512,193.954,12.6310
364.700,-3.972684E+006,-1.808899E+006,4.708652E+006,1220.18,54.1178,1.207875E+006,173868.,4133.43,11.3558,-9.251801E-002,5.014508E-014,1.72847,-9.43718,193.954,12.6324
364.800,-3.973004E+006,-1.808971E+006,4.708411E+006,1220.58,54.1579,1.208278E+006,173932.,4133.28,11.3473,-9.205775E-002,4.999206E-014,1.71998,-9.44923,193.954,12.6339
364.900,-3.973324E+006,-1.809043E+006,4.708170E+006,1220.99,54.1978,1.208681E+006,173996.,4133.13,11.3388,-9.160065E-002,4.911221E-014,1.71156,-9.46126,193.953,12.6353
365.000,-3.973643E+006,-1.809114E+006,4.707929E+006,1221.40,54.2376,1.209084E+006,174059.,4132.99,11.3304,-9.114669E-002,4.760664E-014,1.70318,-9.47329,193.953,12.6368
365.100,-3.973963E+006,-1.809186E+006,4.707688E+006,1221.81,54.2774,1.209487E+006,174123.,4132.84,11.3220,-9.069583E-002,4.647524E-014,1.69487,-9.48531,193.953,12.6382
365.200,-3.974283E+006,-1.809257E+006,4.707446E+006,1222.21,54.3171,1.209890E+006,174187.,4132.70,11.3137,-9.024806E-002,5.091132E-014,1.68661,-9.49732,193.953,12.6396
365.300,-3.974602E+006,-1.809329E+006,4.707205E+006,1222.62,54.3567,1.210293E+006,174250.,4132.55,11.3054,-8.980336E-002,4.379714E-014,1.67841,-9.50931,193.952,12.6411
365.400,-3.974922E+006,-1.809400E+006,4.706964E+006,1223.03,54.3962,1.210695E+006,174314.,4132.41,11.2972,-8.936169E-002,5.095401E-014,1.67027,-9.52130,193.952,12.6425
365.500,-3.975241E+006,-1.809472E+006,4.706722E+006,1223.44,54.4356,1.211098E+006,174378.,4132.26,11.2891,-8.892304E-002,4.735191E-014,1.66217,-9.53328,193.952,12.6440
365.600,-3.975560E+006,-1.809543E+006,4.706480E+006,1223.85,54.4749,1.211501E+006,174442.,4132.12,11.2810,-8.848739E-002,4.650918E-014,1.65414,-9.54524,193.951,12.6454
365.700,-3.975879E+006,-1.809614E+006,4.706239E+006,1224.25,54.5141,1.211904E+006,174505.,4131.98,11.2730,-8.805470E-002,4.882379E-014,1.64616,-9.55720,193.951,12.6468
365.800,-3.976199E+006,-1.809686E+006,4.705997E+006,1224.66,54.5533,1.212307E+006,174569.,4131.83,11.2650,-8.762496E-002,5.059316E-014,1.63823,-9.56915,193.951,12.6482
365.900,-3.976518E+006,-1.809757E+006,4.705755E+006,1225.07,54.5923,1.212710E+006,174633.,4131.69,11.2571,-8.719814E-002,5.225831E-014,1.63035,-9.58109,193.950,12.6497
366.000,-3.976837E+006,-1.809828E+006,4.705513E+006,1225.48,54.6313,1.213113E+006,174696.,4131.55,11.2492,-8.677422E-002,4.985311E-014,1.62253,-9.59301,193.950,12.6511
366.100,-3.977156E+006,-1.809899E+006,4.705271E+006,1225.88,54.6702,1.213515E+006,174760.,4131.41,11.2414,-8.635319E-002,4.652583E-014,1.61476,-9.60493,193.950,12.6525
366.200,-3.977474E+006,-1.809970E+006,4.705029E+006,1226.29,54.7090,1.213918E+006,174824.,4131.27,11.2336,-8.593501E-002,4.519444E-014,1.60705,-9.61684,193.950,12.6539
366.300,-3.977793E+006,-1.810042E+006,4.704786E+006,1226.70,54.7477,1.214321E+006,174888.,4131.13,11.2259,-8.551966E-002,4.208943E-014,1.59938,-9.62874,193.949,12.6554
366.400,-3.978112E+006,-1.810113E+006,4.704544E+006,1227.11,54.7864,1.214724E+006,174951.,4130.99,11.2182,-8.510713E-002,4.409081E-014,1.59177,-9.64063,193.949,12.6568
366.500,-3.978431E+006,-1.810184E+006,4.704302E+006,1227.51,54.8249,1.215127E+006,175015.,4130.85,11.2106,-8.469739E-002,4.354592E-014,1.58421,-9.65251,193.949,12.6582
366.600,-3.978749E+006,-1.810255E+006,4.704059E+006,1227.92,54.8633,1.215529E+006,175079.,4130.71,11.2030,-8.429043E-002,4.434689E-014,1.57670,-9.66438,193.948,12.6596
366.700,-3.979068E+006,-1.810326E+006,4.703817E+006,1228.33,54.9017,1.215932E+006,175143.,4130.57,11.1955,-8.388621E-002,4.305384E-014,1.56924,-9.67624,193.948,12.6610
366.800,-3.979386E+006,-1.810397E+006,4.703574E+006,1228.74,54.9400,1.216335E+006,175206.,4130.44,11.1880,-8.348472E-002,4.177234E-014,1.56183,-9.68810,193.948,12.6624
366.900,-3.979704E+006,-1.810468E+006,4.703331E+006,1229.14,54.9782,1.216738E+006,175270.,4130.30,11.1806,-8.308594E-002,4.455252E-014,1.55447,-9.69994,193.948,12.6638
367.000,-3.980023E+006,-1.810539E+006,4.703088E+006,1229.55,55.0163,1.217141E+006,175334.,4130.16,11.1733,-8.268985E-002,4.640121E-014,1.54715,-9.71178,193.947,12.6652
367.100,-3.980341E+006,-1.810610E+006,4.702846E+006,1229.96,55.0543,1.217543E+006,175398.,4130.02,11.1659,-8.229642E-002,4.528413E-014,1.53989,-9.72360,193.947,12.6666
367.200,-3.980659E+006,-1.810680E+006,4.702603E+006,1230.37,55.0923,1.217946E+006,175461.,4129.89,11.1587,-8.190564E-002,4.197618E-014,1.53267,-9.73542,193.947,12.6680
367.300,-3.980977E+006,-1.810751E+006,4.702360E+006,1230.77,55.1301,1.218349E+006,175525.,4129.75,11.1515,-8.151749E-002,4.356611E-014,1.52551,-9.74723,193.946,12.6694
367.400,-3.981295E+006,-1.810822E+006,4.702116E+006,1231.18,55.1679,1.218751E+006,175589.,4129.62,11.1443,-8.113195E-002,4.619057E-014,1.51839,-9.75903,193.946,12.6708
367.500,-3.981613E+006,-1.810893E+006,4.701873E+006,1231.59,55.2056,1.219154E+006,175653.,4129.48,11.1372,-8.074899E-002,4.461050E-014,1.51132,-9.77082,193.946,12.6722
367.600,-3.981931E+006,-1.810963E+006,4.701630E+006,1232.00,55.2431,1.219557E+006,175716.,4129.35,11.1301,-8.036860E-002,4.368452E-014,1.50429,-9.78260,193.946,12.6736
367.700,-3.982249E+006,-1.811034E+006,4.701387E+006,1232.40,55.2807,1.219960E+006,175780.,4129.21,11.1230,-7.999076E-002,4.252762E-014,1.49732,-9.79437,193.945,12.6750
367.800,-3.982566E+006,-1.811105E+006,4.701143E+006,1232.81,55.3181,1.220362E+006,175844.,4129.08,11.1161,-7.961545E-002,4.066737E-014,1.49038,-9.80614,193.945,12.6764
