TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
786.900,-4.924056E+006,-2.486805E+006,3.261769E+006,3038.55,35.9844,3.038266E+006,-43048.9,3232.10,10.1707,-0.763465,9.81106,-8.51750,9.94074,198.787,10.4114
787.000,-4.924203E+006,-2.486876E+006,3.261493E+006,3038.87,35.9843,3.038588E+006,-43037.5,3231.69,10.1618,-0.763337,9.80215,-8.52343,9.94995,198.796,10.4101
787.100,-4.924350E+006,-2.486948E+006,3.261218E+006,3039.19,35.9842,3.038909E+006,-43026.0,3231.28,10.1529,-0.763210,9.79324,-8.52934,9.95914,198.804,10.4088
787.200,-4.924497E+006,-2.487020E+006,3.260943E+006,3039.51,35.9841,3.039230E+006,-43014.4,3230.88,10.1441,-0.763082,9.78435,-8.53522,9.96832,198.813,10.4075
787.300,-4.924644E+006,-2.487092E+006,3.260667E+006,3039.83,35.9839,3.039551E+006,-43002.8,3230.47,10.1352,-0.762954,9.77548,-8.54107,9.97747,198.821,10.4062
787.400,-4.924791E+006,-2.487163E+006,3.260392E+006,3040.15,35.9838,3.039872E+006,-42991.0,3230.06,10.1264,-0.762826,9.76661,-8.54689,9.98660,198.830,10.4049
787.500,-4.924939E+006,-2.487235E+006,3.260117E+006,3040.47,35.9837,3.040193E+006,-42979.2,3229.65,10.1176,-0.762698,9.75776,-8.55267,9.99571,198.839,10.4036
787.600,-4.925086E+006,-2.487306E+006,3.259842E+006,3040.79,35.9836,3.040514E+006,-42967.2,3229.24,10.1088,-0.762569,9.74892,-8.55843,10.0048,198.847,10.4022
787.700,-4.925233E+006,-2.487378E+006,3.259567E+006,3041.11,35.9835,3.040834E+006,-42955.2,3228.83,10.1001,-0.762440,9.74009,-8.56415,10.0139,198.856,10.4009
787.800,-4.925380E+006,-2.487449E+006,3.259291E+006,3041.44,35.9833,3.041155E+006,-42943.1,3228.42,10.0913,-0.762311,9.73128,-8.56984,10.0229,198.864,10.3996
787.900,-4.925527E+006,-2.487520E+006,3.259016E+006,3041.76,35.9832,3.041476E+006,-42930.8,3228.01,10.0826,-0.762182,9.72248,-8.57550,10.0319,198.873,10.3983
788.000,-4.925674E+006,-2.487591E+006,3.258741E+006,3042.08,35.9831,3.041797E+006,-42918.5,3227.60,10.0739,-0.762053,9.71370,-8.58112,10.0409,198.882,10.3970
788.100,-4.925822E+006,-2.487662E+006,3.258466E+006,3042.40,35.9830,3.042117E+006,-42906.1,3227.19,10.0653,-0.761923,9.70493,-8.58671,10.0499,198.890,10.3957
788.200,-4.925969E+006,-2.487733E+006,3.258191E+006,3042.72,35.9829,3.042438E+006,-42893.6,3226.79,10.0566,-0.761793,9.69618,-8.59226,10.0588,198.899,10.3944
788.300,-4.926116E+006,-2.487803E+006,3.257917E+006,3043.04,35.9828,3.042759E+006,-42881.0,3226.38,10.0480,-0.761663,9.68745,-8.59778,10.0677,198.908,10.3931
788.400,-4.926263E+006,-2.487874E+006,3.257642E+006,3043.36,35.9827,3.043079E+006,-42868.4,3225.97,10.0394,-0.761533,9.67873,-8.60326,10.0766,198.916,10.3918
788.500,-4.926410E+006,-2.487945E+006,3.257367E+006,3043.68,35.9826,3.043400E+006,-42855.6,3225.56,10.0308,-0.761403,9.67004,-8.60870,10.0855,198.925,10.3905
788.600,-4.926557E+006,-2.488015E+006,3.257092E+006,3044.00,35.9825,3.043720E+006,-42842.7,3225.15,10.0222,-0.761272,9.66135,-8.61411,10.0943,198.934,10.3891
788.700,-4.926705E+006,-2.488085E+006,3.256817E+006,3044.32,35.9824,3.044041E+006,-42829.8,3224.74,10.0137,-0.761141,9.65269,-8.61948,10.1031,198.942,10.3878
788.800,-4.926852E+006,-2.488156E+006,3.256543E+006,3044.64,35.9823,3.044361E+006,-42816.8,3224.34,10.0052,-0.761010,9.64405,-8.62481,10.1119,198.951,10.3865
788.900,-4.926999E+006,-2.488226E+006,3.256268E+006,3044.96,35.9823,3.044681E+006,-42803.6,3223.93,9.99670,-0.760878,9.63543,-8.63010,10.1206,198.960,10.3852
789.000,-4.927146E+006,-2.488296E+006,3.255993E+006,3045.28,35.9822,3.045001E+006,-42790.4,3223.52,9.98824,-0.760746,9.62682,-8.63536,10.1293,198.968,10.3839
789.100,-4.927293E+006,-2.488366E+006,3.255719E+006,3045.60,35.9821,3.045322E+006,-42777.1,3223.11,9.97980,-0.760614,9.61824,-8.64057,10.1380,198.977,10.3826
789.200,-4.927441E+006,-2.488436E+006,3.255444E+006,3045.92,35.9820,3.045642E+006,-42763.7,3222.70,9.97139,-0.760482,9.60968,-8.64574,10.1466,198.986,10.3813
789.300,-4.927588E+006,-2.488506E+006,3.255170E+006,3046.24,35.9819,3.045962E+006,-42750.2,3222.30,9.96301,-0.760349,9.60114,-8.65087,10.1552,198.994,10.3800
